"",bin,full_add,point,precision
78666,740503300296,"ПАВЛОДАР,Ак. Чокина,105",76.964626 52.26779,exact
78804,740520400582,"ПАВЛОДАР,ул. Мира, д. 52/2, кв. 0",76.95249 52.298032,exact
78891,740602350161,"ПАВЛОДАР,Кленовая,84/1",76.907287 52.328335,near
78962,740612400473,"ПАВЛОДАР,ул.Торайгырова,36",76.937901 52.297161,exact
78974,740614400385,"ПАВЛОДАР,пр.Тауелсiздiк, д.41, бут.132",76.97042 52.264373,street
79132,740705350313,"ПАВЛОДАР,пром. Зона ул. Центральная,стр 2021",76.970618 52.312129,exact
79140,740706350523,"ПАВЛОДАР,Российская,18",77.003712 52.294049,exact
79232,740720450427,"ПАВЛОДАР,ул. Горького, д. 33, Столовая",76.94825 52.269295,exact
79427,740817450117,"ПАВЛОДАР,ул.Алтайская,9",77.012264 52.303908,number
79433,740818401253,"ПАВЛОДАР,Кутузова,21/1",76.96768 52.289169,exact
79471,740823450030,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
79530,740831350068,"ПАВЛОДАР,Торайгырова,44/1",76.939851 52.296798,exact
79565,740905300836,"ПАВЛОДАР,Павлова,96/5",76.978352 52.267261,exact
79700,740922301212,"ПАВЛОДАР,Малайсары батыра,13",76.996445 52.287511,exact
79820,741009350081,"ПАВЛОДАР,ул. Торайгырова, д. 34 м-н Радуга",76.951664 52.296809,street
79846,741013300027,"ПАВЛОДАР,ул.Естая,83/2",76.962955 52.281655,exact
80156,741120450091,"ПАВЛОДАР,ул.Катаева,109",76.976295 52.25858,exact
80355,741215450434,"ПАВЛОДАР,1 Мая,21",76.952032 52.292309,exact
80381,741219350211,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 58, бут. 313, 314",,none
80415,741223450241,"ПАВЛОДАР,ул. Исиналиева, д. 58 ТД Арай, бюро Иртыш PV",,none
80510,750103450167,"ПАВЛОДАР,Катаева,87",76.975604 52.263662,exact
80527,750106350305,"ПАВЛОДАР,ул. Кутузова,41",76.968264 52.285522,exact
80617,750118350102,"ПАВЛОДАР,Торайгырова,59",76.938548 52.295581,exact
80630,750120300117,"ПАВЛОДАР,ул. Торайгырова,д.91-3",76.959021 52.296809,number
80726,750129450189,"ПАВЛОДАР,Абая,115/1",76.955904 52.279561,number
80739,750201300058,"ПАВЛОДАР,Проспект Тауелсiздiк,34",76.967285 52.279671,exact
80741,750201400857,"ПАВЛОДАР,Торайгырова,113",76.969217 52.298026,exact
80841,750213401137,"ПАВЛОДАР,Кутузова,34",76.967285 52.279671,exact
80870,750217450395,"ПАВЛОДАР,ул. Короленко,102",76.956263 52.284729,near
80901,750222400178,"ПАВЛОДАР,ул. Розы Люксембург,113",76.967303 52.270265,exact
81043,750312400414,"ПАВЛОДАР,Суворова,2",76.968291 52.287302,exact
81231,750407300088,"ПАВЛОДАР,Шевченко,1/1",76.975119 52.279511,exact
81269,750411400214,"ПАВЛОДАР,ул. Камзина,д. 364",76.998771 52.240165,exact
81321,750419450363,"ПАВЛОДАР,Кутузова,4/3",76.964932 52.294826,exact
81329,750420402547,"ПАВЛОДАР,ул. Набережная, д. 5/1",76.931981 52.293702,exact
81388,750430300261,"ПАВЛОДАР,ул. Торайгырова, д. 115/2",76.970887 52.298533,exact
81424,750505300962,"ПАВЛОДАР,ул. Толстого,97",76.963773 52.275285,exact
81524,750519400122,"ПАВЛОДАР,Ак.Чокина,105",76.964626 52.26779,exact
81530,750520400188,"ПАВЛОДАР,Лермонтова,96/1",76.958985 52.291499,exact
81606,750528402138,"ПАВЛОДАР,ул.Розы Люксенбург д.113 ,оф.127",76.967303 52.270265,exact
81620,750530450496,"ПАВЛОДАР,ул. Торайгырова,14",76.931227 52.298186,exact
81658,750604401886,"ПАВЛОДАР,Торайгырова,79/1",76.952652 52.296517,exact
81701,750609450673,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 157, оф. б. 9",,none
81843,750628350274,"ПАВЛОДАР,Рижская,14",76.996292 52.297294,exact
81876,750702402004,"ПАВЛОДАР,пр.Тауелсiздiк, д.30, бут 350",76.97042 52.264373,street
82030,750721450474,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
82131,750804450019,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
82223,750816400914,"ПАВЛОДАР,ул. Транспортная",77.035952 52.288409,street
82356,750901450571,"ПАВЛОДАР,пр.Тауелсiздiк, д.204/2",76.970807 52.250741,exact
82359,750902400035,"ПАВЛОДАР,ул. Камзина,д. 348",76.993929 52.243843,exact
82455,750915300466,"Качирский,ПАВЛОДАР,Песчаное,нет данных,Трасса Павлодар-Омск",,none
82480,750917450192,"ПАВЛОДАР,ул.Камзина, д.58/2, ТД Колос"", отд.Мясной",76.981802 52.282503,exact
82498,750919450361,"ПАВЛОДАР,ул.Ломова, д.154",76.977715 52.265398,exact
82682,751016350228,"ПАВЛОДАР,Академика Сатпаева,149",76.942582 52.271367,exact
82753,751026400492,"ПАВЛОДАР,Академика Чокина,34/1",76.947441 52.267807,exact
83032,751204400757,"ПАВЛОДАР,ул.Кутузова,89",76.969827 52.275351,exact
83069,751208400997,"ПАВЛОДАР,ул. ВС. ИВАНОВА,97",76.996786 52.288293,exact
83233,751230401152,"ПАВЛОДАР,ул. Камзина,д. 67/1",76.9903 52.274932,exact
83278,760102400464,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 41, ряд 2, пав. 40",,none
83319,760107402834,"ПАВЛОДАР,ул.Короленко,109",76.957035 52.285456,exact
83391,760116400788,"ПАВЛОДАР,ул. Лермонтова, д. 1",76.93615 52.289516,exact
83456,760124450193,"ПАВЛОДАР,ул. Павлова,д. 36/3",76.974714 52.289825,exact
83530,760202350309,"ПАВЛОДАР,Архангельская  Рулевой,80",77.02352 52.294589,exact
83728,760226401279,"ПАВЛОДАР,ул. Камзина,д. 51",76.983437 52.279517,exact
83785,760305450454,"ПАВЛОДАР,Естая ТД ""КВАЗАР"",81",76.960323 52.280652,exact
83843,760314450176,"ПАВЛОДАР,ул.Ак.Маргулана, д.102/3",76.942474 52.28366,exact
84054,760412401309,"ПАВЛОДАР,Ленина,7/1",76.938243 52.293317,exact
84058,760412450228,"ПАВЛОДАР,ул. Лермонтова, д. 90/1",76.957862 52.291488,exact
84115,760420450457,"ПАВЛОДАР,ул. Ленина,д. 7",76.938072 52.294925,exact
84148,760423450228,"ПАВЛОДАР,г. Павлодар, ул. Торайгырова, д. 28, н/п 166",76.951664 52.296809,street
84262,760507401464,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
84357,760520450641,"ПАВЛОДАР,ул. Павлова,д. 34",76.974517 52.290089,exact
84364,760521450558,"ПАВЛОДАР,Торговая,7/7",76.942195 52.308489,number
84374,760523450192,"ПАВЛОДАР,ул. Максима Горького, д. 37, кв. 163",76.949364 52.270629,exact
84386,760525450341,"ПАВЛОДАР,ул. Суворова, д. 62/1, маг. ""НУР""",77.001799 52.288739,number
84467,760607401725,"ПАВЛОДАР,Естая,132",76.959614 52.282057,exact
84517,760613350581,"ПАВЛОДАР,Сибирская,89",77.013261 52.293212,exact
84528,760613450012,"ПАВЛОДАР,ул. Кутузова,д. 52",76.968157 52.268832,exact
84557,760618401478,"ПАВЛОДАР,ул. Кутузова,д. 32",76.967052 52.281847,exact
84572,760620402219,"ПАВЛОДАР,К.СУРАГАНОВА,12",76.972262 52.296148,exact
84685,760704401762,"ПАВЛОДАР,Камзина,350",76.992779 52.243749,exact
84705,760708300690,"ПАВЛОДАР,ул.1мая,429",76.955383 52.255857,exact
84777,760717402771,"ПАВЛОДАР,ул. Тауелсиздик проспект, д. 21 ТД ""Ласточка"", кв. бут. 33 а",76.969675 52.288128,number
84795,760720399020,"ПАВЛОДАР,Муткенова,56",76.997873 52.290601,exact
84802,760721300215,"ПАВЛОДАР,ул. Торайгырова, д. 113",76.969217 52.298026,exact
84873,760729401095,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
85017,760815402942,"ПАВЛОДАР,Естая ТД ""КВАЗАР"",81",76.960323 52.280652,exact
85122,760827400446,"ПАВЛОДАР,ул. Естая,д. 89/1",76.97113 52.283352,exact
85127,760827450145,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
85181,760905301907,"ПАВЛОДАР,Катаева,89",76.976682 52.264092,exact
85216,760910400467,"ПАВЛОДАР,Катаева,36/2",76.972307 52.275544,exact
85257,760916401170,"ПАВЛОДАР,ул. 1 Мая, д. 21, кв, бут. 207",76.954152 52.274817,exact
85469,761016401567,"ПАВЛОДАР,1 Мая,15/5",76.952571 52.293124,number
85701,761119350519,"ПАВЛОДАР,Р.Люксембург,102",76.959946 52.271064,exact
85752,761125450301,"ПАВЛОДАР,Тауелсiздiк проспект,41",76.968264 52.285522,exact
85755,761126401268,"ПАВЛОДАР,Ломова,162/1",76.989141 52.268733,exact
85871,761213300573,"ПАВЛОДАР,Кутузова,42",76.967609 52.277065,exact
85872,761213350084,"ПАВЛОДАР,ул.Кутузова,30",76.965776 52.284823,exact
85946,761223450302,"ПАВЛОДАР,ул. Астана,160",76.939276 52.277831,number
86032,770105400809,"ПАВЛОДАР,1 мая,21",76.952032 52.292309,exact
86047,770107401799,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
86209,770130401704,"ПАВЛОДАР,Естая,146",76.974571 52.285203,exact
86229,770202400083,"ПАВЛОДАР,ул.Ак.Сатпаева, д.250",76.942096 52.269813,exact
86249,770205350179,"ПАВЛОДАР,Тауелсiздiк,41",76.968264 52.285522,exact
86375,770221400572,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
86444,770303400419,"ПАВЛОДАР,ул.Ак.Сатпаева, д.97",76.942213 52.27685,exact
86481,770307450417,"ПАВЛОДАР,Кутузова,42",76.967609 52.277065,exact
86488,770308402551,"ПАВЛОДАР,Торайгырова,76/1",76.967995 52.299012,exact
86637,770325450207,"ПАВЛОДАР,проспект Тауелсыздык,41",76.968264 52.285522,exact
86647,770326450292,"ПАВЛОДАР,ул.Ак.Сатпаева,136",76.940614 52.283098,exact
86768,770412402408,"ПАВЛОДАР,ул.Торайгырова, д.36, ТК ""Океан""",76.937901 52.297161,exact
86811,770417450376,"ПАВЛОДАР,Кутузова,30",76.965776 52.284823,exact
86841,770421400629,"ПАВЛОДАР,ул. Естая,д. 134",76.961814 52.282657,exact
86862,770424350625,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 41, м. 46-47",,none
86911,770502301303,"ПАВЛОДАР,Астана,16",76.936994 52.291852,exact
86956,770509402960,"ПАВЛОДАР,Лермонтова,46",76.94198 52.290794,exact
86958,770509450554,"ПАВЛОДАР,Карагандинская,1",76.993588 52.298142,exact
87011,770517300426,"ПАВЛОДАР,ул.Торайгырова, д.89",76.958482 52.296264,exact
87031,770519450390,"ПАВЛОДАР,ул.Розы Люксембург,113",76.967303 52.270265,exact
87108,770530450093,"ПАВЛОДАР,ул. ст. Южная, д. 79",77.046813 52.288894,other
87120,770601350439,"ПАВЛОДАР,ул. Переулок Панфилова, д. 1",76.940722 52.285577,other
87196,770610401208,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
87204,770612300016,"ПАВЛОДАР,Торговая,7/7",76.942195 52.308489,number
87234,770616499093,"ПАВЛОДАР,ул.Естая, д.81, бут.278",76.958922 52.281374,street
87344,770630350219,"ПАВЛОДАР,пр.Тауелсiздiк, д.34, м-н ""Хаттабыч""",76.967285 52.279671,exact
87361,770701450220,"ПАВЛОДАР,Крупской,84",76.955517 52.295355,exact
87535,770720450383,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
87716,770814300143,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
87752,770819400672,"ПАВЛОДАР,ул. Каирбаева,д. 82",76.956191 52.287908,exact
87785,770824350075,"ПАВЛОДАР,ул. Кутузова,217",76.971921 52.254269,exact
87826,770831400221,"ПАВЛОДАР,проспект Тауелсыздык,ТД РУБИН",76.97042 52.264373,street
88034,770928450067,"ПАВЛОДАР,ул. Суворова,д. 8",76.974615 52.287549,exact
88039,770929300842,"ПАВЛОДАР,северный промрайон",76.920869 52.366008,other
88060,771001399036,"ПАВЛОДАР,ул. 1 Мая,11",76.951834 52.294127,exact
88162,771015400505,"ПАВЛОДАР,пр.Тауелсiздiк, д.41, б.к-4",76.925019 52.31857,exact
88217,771023400767,"ПАВЛОДАР,Ломова,52",76.958257 52.264461,exact
88232,771025302004,"ПАВЛОДАР,Суворова,47",77.01141 52.289059,exact
88244,771026450056,"ПАВЛОДАР,ул.Проспект Н.Назарбаева,69",76.969477 52.281021,exact
88248,771027402577,"ПАВЛОДАР,Сураганова,19/1",76.97511 52.29303,exact
88362,771113402316,"ПАВЛОДАР,ул. Камзина, д. 5",76.981775 52.29525,exact
88544,771208402213,"ПАВЛОДАР,Алтайская,41/1",77.013378 52.300356,number
88624,771220400877,"ПАВЛОДАР,Камзина,171",76.985629 52.262251,exact
88647,771224402290,"ПАВЛОДАР,Иссык-Кульская,2",76.994064 52.298263,exact
88756,780109350238,"ПАВЛОДАР,Северная промзона,2597",76.982853 52.311826,street
88837,780120400298,"ПАВЛОДАР,Тауелсiздiк проспект,41",76.968264 52.285522,exact
88922,780131400189,"ПАВЛОДАР,ул. 1 Мая, д. 21, б. 316",76.95443 52.259815,exact
88967,780206403001,"ПАВЛОДАР,проспект Тауелсыздык,50/2",76.968426 52.269278,number
89019,780213401489,"ПАВЛОДАР,ул.Естая, д.81, ТД ""Квазар"", отд.12/1",,none
89107,780223450115,"ПАВЛОДАР,ул.Тауелсiздiк, д.50/2, бут.106",76.971013 52.270226,near
89241,780312301085,"ПАВЛОДАР,ул.2-Южная,13",76.965659 52.257389,exact
89321,780323402238,"ПАВЛОДАР,Абая,220",76.955104 52.274756,exact
89592,780428401171,"ПАВЛОДАР,ул. Ленина, д. 16",76.936994 52.291852,exact
89739,780516300294,"ПАВЛОДАР,ул.Космонавтов,1",76.949211 52.31394,exact
89768,780519401552,"ПАВЛОДАР,ул.Чайковского, д.6",76.977292 52.274773,exact
89808,780525402652,"ПАВЛОДАР,ул.Павлова,11/1",76.976502 52.290915,exact
89810,780525450226,"ПАВЛОДАР,1 Мая,15/5",76.952571 52.293124,number
89973,780615350239,"ПАВЛОДАР,Гагарина,48",76.972666 52.261617,exact
89994,780617301549,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
90043,780622401423,"ПАВЛОДАР,Лесная,5",76.998439 52.253536,exact
90319,780729302546,"ПАВЛОДАР,ул.Розы Люксембург,113",76.967303 52.270265,exact
90321,780729400109,"ПАВЛОДАР,ул. Володарского, д. 129/1",76.951241 52.280971,exact
90555,780829302584,"ПАВЛОДАР,ул. Кутузова,95",76.971355 52.27269,exact
90774,780928403275,"ПАВЛОДАР,ул. Торайгырова,56",76.95143 52.297299,exact
